topic_index,runner,topic,generated_topic,generation_success,evaluation_success,pipeline_success,generation_time_minutes,evaluation_time_minutes,generation_tokens,generation_tokens_k,element_layout,attractiveness,logic_flow,visual_consistency,accuracy_depth,aesthetics_average,teachquiz_gain,output_dir,final_video_path,evaluation_path,error
0,mas,Relationship between integrals and derivatives,The Fundamental Connection: Bridging Derivatives and Integrals,True,True,True,11.35576382080714,1.7693203926086425,768599,768.599,97.5,95.0,100.0,100.0,100.0,98.5,40.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/0-The_Fundamental_Connection_Bridging_Derivatives_and_Integrals,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/0-The_Fundamental_Connection_Bridging_Derivatives_and_Integrals/The_Fundamental_Connection_Bridging_Derivatives_and_Integrals.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/0-The_Fundamental_Connection_Bridging_Derivatives_and_Integrals/The_Fundamental_Connection_Bridging_Derivatives_and_Integrals_eval.json,
1,mas,Abstract vector spaces,Abstract Vector Spaces: Beyond the Arrow,True,True,True,13.469171408812205,1.810029117266337,664587,664.587,95.0,97.5,85.0,100.0,82.5,92.0,60.00000000000001,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/1-Abstract_Vector_Spaces_Beyond_the_Arrow,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/1-Abstract_Vector_Spaces_Beyond_the_Arrow/Abstract_Vector_Spaces_Beyond_the_Arrow.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/1-Abstract_Vector_Spaces_Beyond_the_Arrow/Abstract_Vector_Spaces_Beyond_the_Arrow_eval.json,
2,mas,Neural network learning and intuitive backpropagation,Neural Network Learning and Intuitive Backpropagation,True,True,True,11.814805189768473,1.6298006653785706,663887,663.887,97.5,95.0,100.0,97.5,100.0,98.0,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/2-Neural_Network_Learning_and_Intuitive_Backpropagation,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/2-Neural_Network_Learning_and_Intuitive_Backpropagation/Neural_Network_Learning_and_Intuitive_Backpropagation.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/2-Neural_Network_Learning_and_Intuitive_Backpropagation/Neural_Network_Learning_and_Intuitive_Backpropagation_eval.json,
3,mas,Attention mechanism in transformers and large language models,Attention Mechanism: The Brain of Large Language Models,True,True,True,11.020498557885487,1.669256607691447,708973,708.973,100.0,97.5,100.0,100.0,97.5,99.0,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/3-Attention_Mechanism_The_Brain_of_Large_Language_Models,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/3-Attention_Mechanism_The_Brain_of_Large_Language_Models/Attention_Mechanism_The_Brain_of_Large_Language_Models.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/3-Attention_Mechanism_The_Brain_of_Large_Language_Models/Attention_Mechanism_The_Brain_of_Large_Language_Models_eval.json,
4,mas,Change of basis,Change of Basis: Seeing the World Through Different Perspectives,True,True,True,27.5178217848142,1.9915698170661926,1230585,1230.585,95.0,95.0,75.0,100.0,50.0,83.0,100.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/4-Change_of_Basis_Seeing_the_World_Through_Different_Perspectives,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/4-Change_of_Basis_Seeing_the_World_Through_Different_Perspectives/Change_of_Basis_Seeing_the_World_Through_Different_Perspectives.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/4-Change_of_Basis_Seeing_the_World_Through_Different_Perspectives/Change_of_Basis_Seeing_the_World_Through_Different_Perspectives_eval.json,
5,mas,Transformational view of derivatives,The Transformational View of Derivatives: The Local Scaling Factor,True,True,True,17.056314901510873,5.054922568798065,809895,809.895,97.5,100.0,100.0,100.0,100.0,99.5,19.999999999999996,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/5-The_Transformational_View_of_Derivatives_The_Local_Scaling_Factor,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/5-The_Transformational_View_of_Derivatives_The_Local_Scaling_Factor/The_Transformational_View_of_Derivatives_The_Local_Scaling_Factor.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/5-The_Transformational_View_of_Derivatives_The_Local_Scaling_Factor/The_Transformational_View_of_Derivatives_The_Local_Scaling_Factor_eval.json,
6,mas,Moser's circle problem,Moser's Circle Problem: The Trap of Mathematical Induction,True,True,True,13.15573717355728,2.1324750343958536,800522,800.522,100.0,97.5,100.0,100.0,100.0,99.5,100.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/6-Mosers_Circle_Problem_The_Trap_of_Mathematical_Induction,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/6-Mosers_Circle_Problem_The_Trap_of_Mathematical_Induction/Mosers_Circle_Problem_The_Trap_of_Mathematical_Induction.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/6-Mosers_Circle_Problem_The_Trap_of_Mathematical_Induction/Mosers_Circle_Problem_The_Trap_of_Mathematical_Induction_eval.json,
7,mas,Instantaneous rate of change and the derivative,The Secret of Speed: Understanding Instantaneous Rate of Change & The Derivative,True,True,True,12.177064339319864,1.7586245258649191,829964,829.964,97.5,95.0,100.0,97.5,100.0,98.0,60.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/7-The_Secret_of_Speed_Understanding_Instantaneous_Rate_of_Change_&_The_Derivative,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/7-The_Secret_of_Speed_Understanding_Instantaneous_Rate_of_Change_&_The_Derivative/The_Secret_of_Speed_Understanding_Instantaneous_Rate_of_Change_&_The_Derivative.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/7-The_Secret_of_Speed_Understanding_Instantaneous_Rate_of_Change_&_The_Derivative/The_Secret_of_Speed_Understanding_Instantaneous_Rate_of_Change_&_The_Derivative_eval.json,
8,mas,Superposition and quantum states in quantum mechanics,The Mystery of Being Both: Superposition and Quantum States,True,True,True,12.571180232365926,1.6424385150273642,727420,727.42,97.5,92.5,100.0,100.0,95.0,97.0,100.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/8-The_Mystery_of_Being_Both_Superposition_and_Quantum_States,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/8-The_Mystery_of_Being_Both_Superposition_and_Quantum_States/The_Mystery_of_Being_Both_Superposition_and_Quantum_States.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/8-The_Mystery_of_Being_Both_Superposition_and_Quantum_States/The_Mystery_of_Being_Both_Superposition_and_Quantum_States_eval.json,
9,mas,The Brachistochrone Problem,The Brachistochrone Problem: The Path of Fastest Descent,True,True,True,10.446399426460266,1.5828930219014485,683605,683.605,97.5,95.0,100.0,100.0,100.0,98.5,100.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/9-The_Brachistochrone_Problem_The_Path_of_Fastest_Descent,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/9-The_Brachistochrone_Problem_The_Path_of_Fastest_Descent/The_Brachistochrone_Problem_The_Path_of_Fastest_Descent.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260803_082515/9-The_Brachistochrone_Problem_The_Path_of_Fastest_Descent/The_Brachistochrone_Problem_The_Path_of_Fastest_Descent_eval.json,
