topic_index,runner,topic,generated_topic,generation_success,evaluation_success,pipeline_success,generation_time_minutes,evaluation_time_minutes,generation_tokens,generation_tokens_k,element_layout,attractiveness,logic_flow,visual_consistency,accuracy_depth,aesthetics_average,teachquiz_gain,output_dir,final_video_path,evaluation_path,error
0,mas,Relationship between integrals and derivatives,The Fundamental Bridge: The Relationship Between Integrals and Derivatives,True,True,True,4.5107698480288185,1.370869485537211,316671,316.671,92.5,80.0,97.5,85.0,95.0,90.0,40.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_094119/0-The_Fundamental_Bridge_The_Relationship_Between_Integrals_and_Derivatives,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_094119/0-The_Fundamental_Bridge_The_Relationship_Between_Integrals_and_Derivatives/The_Fundamental_Bridge_The_Relationship_Between_Integrals_and_Derivatives.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_094119/0-The_Fundamental_Bridge_The_Relationship_Between_Integrals_and_Derivatives/The_Fundamental_Bridge_The_Relationship_Between_Integrals_and_Derivatives_eval.json,
1,mas,Abstract vector spaces,Introduction to Abstract Vector Spaces,True,True,True,6.6372271577517195,1.6376784880956015,582471,582.471,95.0,87.5,97.5,95.0,92.5,93.5,40.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_094119/1-Introduction_to_Abstract_Vector_Spaces,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_094119/1-Introduction_to_Abstract_Vector_Spaces/Introduction_to_Abstract_Vector_Spaces.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_094119/1-Introduction_to_Abstract_Vector_Spaces/Introduction_to_Abstract_Vector_Spaces_eval.json,
2,mas,Neural network learning and intuitive backpropagation,Neural Network Learning: The Intuition of Backpropagation,True,True,True,7.50822084347407,1.5759583791097005,573168,573.168,97.5,92.5,100.0,100.0,95.0,97.0,60.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_094119/2-Neural_Network_Learning_The_Intuition_of_Backpropagation,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_094119/2-Neural_Network_Learning_The_Intuition_of_Backpropagation/Neural_Network_Learning_The_Intuition_of_Backpropagation.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_094119/2-Neural_Network_Learning_The_Intuition_of_Backpropagation/Neural_Network_Learning_The_Intuition_of_Backpropagation_eval.json,
3,mas,Attention mechanism in transformers and large language models,The Attention Mechanism: How Transformers Read,True,True,True,6.1968239108721415,1.6268322467803955,522940,522.94,97.5,90.0,100.0,97.5,95.0,96.0,40.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_094119/3-The_Attention_Mechanism_How_Transformers_Read,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_094119/3-The_Attention_Mechanism_How_Transformers_Read/The_Attention_Mechanism_How_Transformers_Read.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_094119/3-The_Attention_Mechanism_How_Transformers_Read/The_Attention_Mechanism_How_Transformers_Read_eval.json,
4,mas,Change of basis,Change of Basis in Linear Algebra,True,True,True,3.796944793065389,1.8338640848795573,317438,317.438,100.0,97.5,100.0,100.0,100.0,99.5,40.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_094119/4-Change_of_Basis_in_Linear_Algebra,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_094119/4-Change_of_Basis_in_Linear_Algebra/Change_of_Basis_in_Linear_Algebra.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_094119/4-Change_of_Basis_in_Linear_Algebra/Change_of_Basis_in_Linear_Algebra_eval.json,
5,mas,Transformational view of derivatives,The Transformational View of Derivatives: From Slopes to Sensitivities,True,True,True,3.784117309252421,1.7161920229593912,265379,265.379,95.0,92.5,85.0,87.5,95.0,91.0,19.999999999999996,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_094119/5-The_Transformational_View_of_Derivatives_From_Slopes_to_Sensitivities,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_094119/5-The_Transformational_View_of_Derivatives_From_Slopes_to_Sensitivities/The_Transformational_View_of_Derivatives_From_Slopes_to_Sensitivities.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_094119/5-The_Transformational_View_of_Derivatives_From_Slopes_to_Sensitivities/The_Transformational_View_of_Derivatives_From_Slopes_to_Sensitivities_eval.json,
6,mas,Moser's circle problem,Moser's Circle Problem: The Mystery of Dividing the Circle,True,True,True,4.872968542575836,3.9049163103103637,410445,410.445,95.0,87.5,100.0,100.0,97.5,96.0,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_094119/6-Mosers_Circle_Problem_The_Mystery_of_Dividing_the_Circle,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_094119/6-Mosers_Circle_Problem_The_Mystery_of_Dividing_the_Circle/Mosers_Circle_Problem_The_Mystery_of_Dividing_the_Circle.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_094119/6-Mosers_Circle_Problem_The_Mystery_of_Dividing_the_Circle/Mosers_Circle_Problem_The_Mystery_of_Dividing_the_Circle_eval.json,
7,mas,Instantaneous rate of change and the derivative,Instantaneous Rate of Change and the Derivative,True,True,True,6.425714627901713,1.564375877380371,496280,496.28,95.0,92.5,97.5,100.0,90.0,95.0,60.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_094119/7-Instantaneous_Rate_of_Change_and_the_Derivative,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_094119/7-Instantaneous_Rate_of_Change_and_the_Derivative/Instantaneous_Rate_of_Change_and_the_Derivative.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_094119/7-Instantaneous_Rate_of_Change_and_the_Derivative/Instantaneous_Rate_of_Change_and_the_Derivative_eval.json,
8,mas,Superposition and quantum states in quantum mechanics,Quantum Superposition and the Nature of Quantum States,True,True,True,4.294460805257161,1.5405373295148215,279543,279.543,75.0,82.5,92.5,100.0,85.0,87.0,100.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_094119/8-Quantum_Superposition_and_the_Nature_of_Quantum_States,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_094119/8-Quantum_Superposition_and_the_Nature_of_Quantum_States/Quantum_Superposition_and_the_Nature_of_Quantum_States.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_094119/8-Quantum_Superposition_and_the_Nature_of_Quantum_States/Quantum_Superposition_and_the_Nature_of_Quantum_States_eval.json,
9,mas,The Brachistochrone Problem,The Brachistochrone Problem: The Race of Curves,True,True,True,4.159529825051625,3.592891355355581,320197,320.197,85.0,67.5,60.0,90.0,77.5,76.0,80.0,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_094119/9-The_Brachistochrone_Problem_The_Race_of_Curves,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_094119/9-The_Brachistochrone_Problem_The_Race_of_Curves/The_Brachistochrone_Problem_The_Race_of_Curves.mp4,/scratch/pawsey1357/jthen/Code2Video/mas_logs/pipeline_20260810_094119/9-The_Brachistochrone_Problem_The_Race_of_Curves/The_Brachistochrone_Problem_The_Race_of_Curves_eval.json,
